gtin;description;price;url;picture
7893299911453;"Smart TV LED LG 24"" Monitor Wi-Fi Webos 3.5 DTV Machine Ready";989,99;https://www.americanas.com.br/produto/1708933455?pfm_carac=TV&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913693;Smart TV 43'' LG 43UN7300 Ultra HD 4K 3 HDMI 2 USB Wi-Fi Inteligência Artificial ThinQ AI Google Assistente Alexa IOT;2.299,99;https://www.americanas.com.br/produto/1677340197?pfm_carac=TV&pfm_index=1&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
4548736096950;Smart TV LED 65'' Sony KD-65X705G Ultra HD 4K com Conversor Digital 3 HDMI 3 USB Wi-Fi - Preta;3.699,99;https://www.americanas.com.br/produto/493167730?pfm_carac=TV&pfm_index=3&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7896067213421;"Televisor Panasonic Tc-40fs500b - 40"" Led Smart Tv Full Hd";1.580,06;https://www.americanas.com.br/produto/1903221533?pfm_carac=TV&pfm_index=5&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7892509114233;"Samsung Smart TV 32"" LH32BETBLGGXZD LED 2 HDMI 1 USB";1.386,93;https://www.americanas.com.br/produto/1943745999?pfm_carac=TV&pfm_index=7&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913563;Smart TV LED 75'' LG 75UN8000 Ultra HD 4K WiFi Bluetooth HDR Inteligência Artificial ThinQ AI Smart Magic Google Assistente Alexa;5.999,99;https://www.americanas.com.br/produto/1733188581?pfm_carac=TV&pfm_index=8&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7899466434862;Smart TV LED 40'' Philco PTV40G60SNBL FHD com Tela Infinita Audio Dolby Loja de Aplicativos e Processador Quadcore;1.599,99;https://www.americanas.com.br/produto/1508411046?pfm_carac=TV&pfm_index=9&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7898620270971;Smart TV AOC Roku LED 43'' 43S5195/78 com Wi-fi, FullHD, Controle Remoto com atalhos, Roku Mobile, Miracast, Entradas HDMI e USB;1.804,99;https://www.americanas.com.br/produto/1515649301?pfm_carac=TV&pfm_index=10&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7894892024359;"TV LED 32"" LG 32LT330HBSB Modo Hotel Preta";1.196,99;https://www.americanas.com.br/produto/1695817665?pfm_carac=TV&pfm_index=11&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7891356085536;"Smart Google Tv Philco 55"" Led Borderless 4k, Fast Smart, Áudio Dolby, Com Chromecast Built In - Ptv55q20agbls 4k";2.596,18;https://www.americanas.com.br/produto/1803603286?pfm_carac=TV&pfm_index=13&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7891356085185;Smart Tv Philco Tela 40 Polegadas, Resolução Full Hd Com Inteligência Artificial Google Assistente - Tv Ptv40g71agbl Led;1.832,52;https://www.americanas.com.br/produto/2285113471?pfm_carac=TV&pfm_index=14&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7898620270940;Smart TV LED 55'' Philips 55PUG6794 4K Ultra HD AMBILIGHT 3 lados HDR10+ Dolby Vision Dolby Atmos Bluetooth Wifi 3 HDMI 2 USB - Prata;2.904,54;https://www.americanas.com.br/produto/1466785129?pfm_carac=TV&pfm_index=16&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
4548736075368;"Smart TV LED 43"" Sony KDL-43W665F Full HD HDR 2 HDMI 2 USB Wi-Fi";1.905,23;https://www.americanas.com.br/produto/133789703?pfm_carac=TV&pfm_index=17&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913600;Smart TV LG 70'' 70UN7310 Ultra HD 4K WiFi Bluetooth HDR Inteligência Artificial ThinQ AI Smart Magic Google Assistente Alexa;5.299,99;https://www.americanas.com.br/produto/1733188629?pfm_carac=TV&pfm_index=19&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7898620270704;"Smart TV LED 32"" Philips 32PHG5813/78 HD com Conversor Digital 2 HDMI 2 USB Wi-fi 60hz - Preta";1.329,99;https://www.americanas.com.br/produto/133782691?pfm_carac=TV&pfm_index=22&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913785;Smart TV LED 55'' LG 55NANO86 Ultra HD 4K NanoCell IPS WiFi Bluetooth HDR Inteligencia Artificial ThinQAI Google Assistente Alexa IOT;4.699,99;https://www.americanas.com.br/produto/1730308411?pfm_carac=TV&pfm_index=23&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
